benchmark,cache_size,fw_cluster_cache_hits,fw_cluster_cache_misses,fw_cluster_total,rev_cluster_cache_hits,rev_cluster_cache_misses,rev_cluster_total,fw_dram_access,rev_dram_access,total_dram_access,fw_cycles,rev_cycles,total_cycles,fw_bw(MB),rev_bw(MB),total_bw(MB),bin_zero_read_count,bin_zero_bw(MB)
somier_ad_total,32768,21531,77253,98784,76772,22012,98784,77253,29929,107182,395663,201939,597602,1249.7,948.6,1147.9,24696,4.1
somier_orig_pure,32768,38376,85104,123480,95381,28099,123480,85104,6087,91191,453883,272883,726766,1200.1,142.8,803.1,0,0.0
somier_orig_total,32768,38376,85104,123480,95381,28099,123480,85104,28099,113203,453883,272883,726766,1200.1,659.0,996.9,0,0.0
somier_ad_pure,32768,21531,77253,98784,0,0,0,77253,4655,81908,395663,201939,597602,1249.6,147.5,877.2,24696,4.1
somier_ad_total,32768,21531,77253,98784,76757,22027,98784,77253,26682,103935,395663,201939,597602,1249.6,845.7,1113.1,24696,4.1
somier_orig_pure,32768,38376,85104,123480,95381,28099,123480,85104,6072,91176,453883,272883,726766,1200.1,142.4,802.9,0,0.0
somier_orig_total,32768,38376,85104,123480,95381,28099,123480,85104,28099,113203,453883,272883,726766,1200.1,659.0,996.9,0,0.0
mttkrp_ad_pure,32768,103011,669,103680,0,0,0,669,3020364,3021033,72305,183669,255974,59.2,105251.6,75537.9,62208,24.3
mttkrp_ad_total,32768,103011,669,103680,207338,22,207360,669,3020386,3021055,72305,183669,255974,59.2,105252.4,75538.5,62208,24.3
mttkrp_orig_pure,32768,154545,11343,165888,260733,8835,269568,11343,8813,20156,129816,167738,297554,559.3,336.3,433.6,0,0.0
mttkrp_orig_total,32768,154545,11343,165888,260733,8835,269568,11343,8835,20178,129816,167738,297554,559.3,337.1,434.0,0,0.0
mttkrp_ad_pure,32768,103011,669,103680,0,0,0,669,972041,972710,72305,125751,198056,59.2,49477.8,31436.4,62208,31.4
mttkrp_ad_total,32768,103011,669,103680,207338,22,207360,669,972063,972732,72305,125751,198056,59.2,49478.9,31437.1,62208,31.4
mttkrp_orig_pure,32768,154545,11343,165888,260733,8835,269568,11343,8813,20156,129816,167738,297554,559.3,336.3,433.6,0,0.0
mttkrp_orig_total,32768,154545,11343,165888,260733,8835,269568,11343,8835,20178,129816,167738,297554,559.3,337.1,434.0,0,0.0
